city_id,city,country,latitude,longitude,timezone,data_source,ingested_at,feature_pipeline_version,timestamp,pm2_5,pm10,co,no,no2,o3,so2,nh3,temperature,feels_like,humidity,pressure,wind_speed,wind_direction,wind_gust,precipitation,rain,cloud_cover,visibility,dew_point,weather_condition,boundary_layer_height,aqi,dominant_pollutant,aqi_pm2_5,aqi_pm10,aqi_o3,aqi_no2,aqi_so2,aqi_co
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-17 23:00:00+00:00,30.487,42.961,105.427,1.619,4.601,15.8,7.133,1.456,39.993,39.798,61.363,1008.886,1.893,135.272,2.528,0.0,0.0,46.611,8817.298,32.265,Clear,1955.338,91.0,pm2_5,91.0,39.0,7.0,2.0,3.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 00:00:00+00:00,28.183,59.708,50.0,1.856,4.012,13.094,5.496,5.973,40.01,40.053,67.568,1009.161,0.803,208.653,1.403,0.0,0.0,51.309,9833.866,33.524,Clear,1771.076,86.0,pm2_5,86.0,53.0,6.0,2.0,3.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 01:00:00+00:00,17.802,23.762,50.0,0.677,1.0,14.759,2.439,3.726,37.866,37.72,57.752,1004.706,1.596,166.11,2.807,0.0,0.0,44.692,9730.133,29.416,Clear,1462.115,67.0,pm2_5,67.0,21.0,6.0,0.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 02:00:00+00:00,10.845,15.009,50.0,0.313,1.0,6.533,5.765,7.902,36.768,36.417,57.341,1007.467,2.616,118.287,3.857,0.0,0.0,44.007,9725.422,28.236,Clear,1268.245,54.0,pm2_5,54.0,14.0,3.0,0.0,3.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 03:00:00+00:00,10.626,18.529,50.0,0.775,1.107,15.216,2.268,8.927,37.036,36.859,62.655,1006.244,1.826,196.899,2.281,0.0,0.0,68.373,8313.154,29.567,Clouds,1293.46,54.0,pm2_5,54.0,17.0,6.0,0.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 04:00:00+00:00,13.542,25.113,158.731,1.802,5.238,14.898,1.636,1.946,35.102,34.614,70.449,1008.139,3.497,169.163,5.874,0.0,0.0,33.788,8999.398,29.191,Clear,901.549,59.0,pm2_5,59.0,23.0,6.0,2.0,0.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 05:00:00+00:00,10.956,14.542,117.79,4.86,8.931,11.907,5.152,5.372,34.994,34.615,66.475,1007.699,2.89,225.519,4.98,1.176,1.176,64.612,10177.593,28.289,Rain,831.791,54.0,pm2_5,54.0,13.0,6.0,4.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 06:00:00+00:00,39.561,77.295,234.089,2.397,5.861,9.39,5.826,8.961,33.385,33.125,60.812,1008.825,2.212,248.117,3.736,0.0,0.0,57.692,11214.674,25.547,Clear,1035.955,111.0,pm2_5,111.0,62.0,4.0,3.0,3.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 07:00:00+00:00,30.281,47.805,186.633,5.597,12.264,12.013,7.717,11.481,30.626,30.306,68.24,1009.29,2.624,251.676,4.003,0.0,0.0,48.919,9462.042,24.274,Clear,805.997,90.0,pm2_5,90.0,44.0,6.0,6.0,3.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 08:00:00+00:00,38.227,67.523,196.862,8.925,12.273,23.433,10.514,13.264,32.321,32.013,72.461,1010.957,2.629,177.726,3.681,0.0,0.0,42.257,11331.2,26.813,Clear,788.026,108.0,pm2_5,108.0,57.0,10.0,6.0,6.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 09:00:00+00:00,44.68,83.895,265.308,5.029,11.656,27.921,3.045,4.724,29.806,29.566,62.807,1007.04,2.143,86.978,2.676,0.0,0.0,49.366,9643.364,22.368,Clear,554.932,123.0,pm2_5,123.0,65.0,13.0,6.0,1.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 10:00:00+00:00,44.954,86.906,202.32,5.597,8.316,34.037,6.435,13.808,30.794,30.25,75.571,1005.665,3.853,248.492,4.559,0.0,0.0,53.13,8559.409,25.908,Clear,614.564,124.0,pm2_5,124.0,66.0,16.0,4.0,3.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 11:00:00+00:00,23.311,42.688,103.636,4.028,8.065,48.643,3.142,5.523,31.852,31.055,68.593,1006.528,5.018,179.247,8.465,0.0,0.0,38.036,10116.056,25.571,Clear,522.937,77.0,pm2_5,77.0,39.0,22.0,4.0,1.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 12:00:00+00:00,18.341,32.192,100.93,2.849,5.535,38.63,2.496,6.07,30.8,30.084,63.121,1009.386,4.526,126.958,5.062,0.0,0.0,32.742,10387.028,23.424,Clear,581.505,68.0,pm2_5,68.0,30.0,18.0,2.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 13:00:00+00:00,27.356,36.684,50.0,3.149,8.444,61.935,3.615,5.452,33.045,32.578,65.252,1011.6,3.315,161.903,4.04,0.0,0.0,44.385,10735.415,26.095,Clear,1018.311,85.0,pm2_5,85.0,33.0,29.0,4.0,1.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 14:00:00+00:00,27.312,37.496,95.724,2.477,4.316,71.334,2.479,2.64,33.958,33.893,71.232,1007.958,1.397,217.81,1.644,0.0,0.0,42.495,10333.078,28.205,Clear,1022.075,85.0,pm2_5,85.0,34.0,33.0,2.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 15:00:00+00:00,40.871,67.716,142.918,10.373,13.875,67.352,3.797,6.946,36.012,36.107,64.321,1003.459,0.49,120.224,0.741,0.0,0.0,22.958,9723.44,28.876,Clear,1649.095,114.0,pm2_5,114.0,57.0,31.0,7.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 16:00:00+00:00,14.692,26.005,153.288,3.928,12.778,76.308,0.5,5.911,37.571,37.563,63.433,1008.724,0.993,229.398,1.617,3.86,3.86,35.093,10013.63,30.258,Rain,1139.682,61.0,pm2_5,61.0,24.0,35.0,6.0,0.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 17:00:00+00:00,26.925,37.917,125.676,3.239,5.012,65.374,6.69,6.934,36.595,36.305,59.663,1007.302,2.345,179.756,4.145,0.0,0.0,56.612,10759.548,28.528,Clear,1320.922,84.0,pm2_5,84.0,34.0,31.0,2.0,3.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 18:00:00+00:00,29.016,38.48,268.275,5.485,10.164,56.419,5.566,9.374,37.511,37.147,58.455,1006.972,2.697,225.633,3.915,0.0,0.0,36.692,11752.517,29.202,Clear,1318.383,88.0,pm2_5,88.0,35.0,26.0,5.0,3.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 19:00:00+00:00,67.8,104.201,215.692,13.113,19.791,37.616,8.691,10.854,41.496,41.073,56.324,1009.715,2.961,215.548,4.13,0.0,0.0,73.665,10148.961,32.761,Clouds,1408.416,160.0,pm2_5,160.0,75.0,18.0,9.0,4.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 20:00:00+00:00,50.029,87.406,288.579,4.746,9.719,34.699,1.82,15.866,39.132,38.406,47.196,1011.783,4.339,180.784,5.258,0.0,0.0,56.982,10308.967,28.571,Clear,1701.063,137.0,pm2_5,137.0,67.0,16.0,5.0,0.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 21:00:00+00:00,53.624,109.652,255.104,3.931,6.511,22.795,3.573,12.632,40.013,39.417,62.677,1008.355,3.922,225.878,5.917,0.0,0.0,46.9,9457.265,32.548,Clear,1646.633,146.0,pm2_5,146.0,78.0,10.0,3.0,1.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 22:00:00+00:00,26.759,29.504,262.646,1.491,3.487,6.269,4.967,15.359,40.043,39.466,48.672,1010.542,3.617,138.682,4.359,0.0,0.0,54.102,10111.797,29.778,Clear,1591.598,84.0,pm2_5,84.0,27.0,3.0,1.0,1.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-18 23:00:00+00:00,17.601,38.565,275.157,5.765,12.167,16.39,3.674,11.691,42.529,41.814,55.275,1010.241,4.405,180.052,5.67,0.0,0.0,38.756,10777.077,33.584,Clear,1552.784,67.0,pm2_5,67.0,35.0,7.0,6.0,1.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 00:00:00+00:00,20.04,33.456,72.284,0.476,1.0,8.702,0.5,0.5,39.645,39.392,54.785,1008.549,2.087,147.794,2.546,0.0,0.0,35.996,9423.097,30.602,Clear,1541.944,71.0,pm2_5,71.0,31.0,4.0,0.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 01:00:00+00:00,9.892,10.539,52.133,3.633,6.725,20.818,0.5,0.5,38.976,38.817,68.125,1008.505,1.812,219.714,3.097,0.0,0.0,43.319,11803.209,32.601,Clear,1544.456,52.0,pm2_5,52.0,9.0,9.0,3.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 02:00:00+00:00,23.114,45.057,50.0,1.926,5.256,8.457,0.912,2.929,38.194,38.127,67.159,1010.463,1.34,184.153,1.545,0.0,0.0,48.604,10213.471,31.626,Clear,1597.504,77.0,pm2_5,77.0,42.0,4.0,2.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 03:00:00+00:00,20.068,44.874,131.265,0.743,1.01,2.972,4.861,2.9,37.873,37.519,69.584,1003.863,2.809,175.709,4.088,0.0,0.0,76.692,9444.248,31.789,Clouds,1334.236,71.0,pm2_5,71.0,41.0,1.0,0.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 04:00:00+00:00,28.399,43.866,133.891,1.624,3.761,10.004,1.723,6.009,35.068,34.67,74.295,1006.976,3.101,126.173,4.414,0.0,0.0,25.975,9944.736,29.927,Clear,977.484,87.0,pm2_5,87.0,40.0,5.0,1.0,0.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 05:00:00+00:00,32.032,73.855,169.278,1.709,4.578,19.461,4.762,2.092,35.302,34.914,56.946,1010.914,2.793,172.183,4.349,0.0,0.0,43.293,10441.114,26.691,Clear,831.099,94.0,pm2_5,94.0,60.0,8.0,2.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 06:00:00+00:00,26.807,50.446,195.239,5.147,6.799,19.763,4.183,7.255,31.674,31.403,66.849,1008.936,2.359,237.29,2.881,0.0,0.0,38.421,9369.874,25.044,Clear,752.492,84.0,pm2_5,84.0,46.0,9.0,3.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 07:00:00+00:00,33.343,46.897,183.75,6.013,7.844,5.14,7.001,10.353,30.273,29.974,73.07,1003.591,2.59,99.815,4.262,0.0,0.0,64.135,10308.716,24.887,Clouds,568.01,96.0,pm2_5,96.0,43.0,2.0,4.0,3.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 08:00:00+00:00,38.072,76.835,164.091,2.817,4.649,12.818,6.926,12.923,30.036,29.491,76.761,1009.443,3.874,139.896,5.418,0.0,0.0,43.885,10041.799,25.388,Clear,634.175,107.0,pm2_5,107.0,61.0,6.0,2.0,3.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 09:00:00+00:00,38.963,79.488,179.321,1.739,3.901,23.17,6.231,11.303,31.019,30.534,74.703,1007.319,3.548,210.025,4.793,0.0,0.0,22.586,8735.932,25.96,Clear,333.464,109.0,pm2_5,109.0,63.0,10.0,2.0,3.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 10:00:00+00:00,40.852,59.864,218.788,2.129,4.09,21.897,1.868,6.276,29.93,29.377,76.867,1010.801,3.919,207.247,6.632,0.0,0.0,54.163,11365.351,25.304,Clear,562.491,114.0,pm2_5,114.0,53.0,10.0,2.0,0.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 11:00:00+00:00,38.959,58.238,180.847,0.32,1.0,46.232,4.253,11.137,32.192,31.892,68.395,1005.893,2.524,207.596,3.762,0.0,0.0,51.344,10843.515,25.871,Clear,622.022,109.0,pm2_5,109.0,52.0,21.0,0.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 12:00:00+00:00,42.028,87.315,193.446,2.124,4.321,49.826,4.62,1.187,33.007,32.633,67.148,1008.593,2.879,140.585,4.972,0.0,0.0,62.822,10551.866,26.437,Clouds,503.051,117.0,pm2_5,117.0,67.0,23.0,2.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 13:00:00+00:00,33.315,48.846,140.343,1.357,2.347,67.598,1.153,5.733,33.84,33.333,54.962,1011.663,3.357,193.182,5.336,0.0,0.0,38.227,8503.982,24.832,Clear,876.182,96.0,pm2_5,96.0,44.0,31.0,1.0,0.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 14:00:00+00:00,32.509,58.821,135.128,3.971,7.702,70.719,1.559,3.891,37.082,36.55,64.323,1006.447,3.625,196.326,4.78,0.0,0.0,41.561,10558.01,29.946,Clear,1099.541,95.0,pm2_5,95.0,52.0,33.0,4.0,0.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 15:00:00+00:00,31.138,49.186,172.477,1.711,5.428,47.385,2.873,7.474,36.484,36.011,56.016,1011.16,3.203,196.65,4.785,0.0,0.0,48.104,10566.545,27.687,Clear,1455.478,92.0,pm2_5,92.0,45.0,22.0,2.0,1.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 16:00:00+00:00,24.873,40.254,178.22,0.678,1.0,66.453,2.269,6.333,36.831,36.3,64.116,1007.829,3.612,204.766,6.048,2.494,2.494,64.107,10006.27,29.654,Rain,1617.621,80.0,pm2_5,80.0,37.0,31.0,0.0,0.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 17:00:00+00:00,36.217,74.263,192.333,0.883,2.872,60.416,7.835,11.514,39.396,38.927,58.033,1006.688,3.216,179.917,4.422,0.0,0.0,66.337,10401.575,31.003,Clouds,1389.499,103.0,pm2_5,103.0,60.0,28.0,1.0,3.0,1.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 18:00:00+00:00,39.449,45.562,236.35,4.63,6.579,44.52,7.891,10.302,38.575,38.134,61.329,1007.402,3.124,172.248,3.728,0.0,0.0,51.227,9267.52,30.84,Clear,1748.764,111.0,pm2_5,111.0,42.0,20.0,3.0,4.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 19:00:00+00:00,30.167,59.442,254.48,1.913,3.041,34.998,5.311,11.163,39.964,39.341,47.202,1007.913,3.822,179.092,4.481,0.0,0.0,62.738,9392.149,29.404,Clouds,1894.034,90.0,pm2_5,90.0,53.0,16.0,1.0,3.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 20:00:00+00:00,30.68,58.778,246.645,3.036,8.093,29.026,6.351,12.228,39.061,38.508,63.961,1004.964,3.721,122.658,4.254,0.0,0.0,61.795,8002.118,31.853,Clouds,1982.889,91.0,pm2_5,91.0,52.0,13.0,4.0,3.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 21:00:00+00:00,40.146,60.369,318.195,6.28,12.839,31.43,5.861,7.11,40.186,39.819,54.946,1008.655,2.66,94.959,4.008,0.0,0.0,48.488,11121.614,31.176,Clear,1578.541,112.0,pm2_5,112.0,53.0,15.0,6.0,3.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 22:00:00+00:00,44.822,69.475,291.6,8.973,13.784,10.474,3.838,14.652,40.307,40.074,63.565,1007.515,2.115,204.794,3.627,0.0,0.0,100.0,9729.06,33.02,Clouds,1927.707,124.0,pm2_5,124.0,58.0,5.0,7.0,1.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-19 23:00:00+00:00,16.003,25.474,239.328,12.197,22.113,19.441,4.943,12.927,41.431,41.145,64.764,1009.878,2.4,135.958,3.79,0.0,0.0,37.765,11415.744,34.384,Clear,1627.874,64.0,pm2_5,64.0,23.0,8.0,10.0,1.0,2.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-20 00:00:00+00:00,8.623,7.773,50.0,1.193,2.586,23.452,1.261,9.173,39.917,39.465,63.031,1006.828,3.207,200.777,3.953,0.0,0.0,18.04,10743.685,32.523,Clear,1457.037,48.0,pm2_5,48.0,6.0,10.0,1.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-20 01:00:00+00:00,14.931,24.803,83.72,1.343,3.093,6.375,1.451,0.5,37.942,37.544,50.113,1006.755,2.738,136.854,4.191,0.0,0.0,70.962,10727.498,27.964,Clouds,1784.435,62.0,pm2_5,62.0,22.0,3.0,1.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-20 02:00:00+00:00,17.91,27.137,50.0,0.557,1.0,7.18,0.5,2.188,35.386,35.065,62.202,1010.617,2.539,116.931,3.453,0.0,0.0,49.235,10238.068,27.826,Clear,1364.461,67.0,pm2_5,67.0,25.0,3.0,0.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-20 03:00:00+00:00,24.774,51.378,98.978,2.545,4.185,3.901,0.87,7.544,35.899,35.693,55.714,1007.186,1.866,185.285,2.427,0.0,0.0,37.426,8801.195,27.042,Clear,1104.979,80.0,pm2_5,80.0,47.0,1.0,2.0,0.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-20 04:00:00+00:00,30.948,40.961,84.037,1.776,2.266,2.544,3.961,5.079,35.055,34.97,67.458,1006.747,1.434,187.453,2.549,0.0,0.0,67.228,9409.102,28.546,Clouds,944.86,92.0,pm2_5,92.0,37.0,1.0,1.0,1.0,0.0
karachi_pakistan,Karachi,Pakistan,24.861,67.001,Asia/Karachi,sample,2026-07-24 13:46:19.719188+00:00,1.0.0,2026-07-20 05:00:00+00:00,31.786,45.296,105.85,2.408,3.135,8.348,3.148,4.576,33.617,33.297,68.481,1011.755,2.628,101.0,4.249,0.0,0.0,40.797,8675.097,27.313,Clear,906.742,93.0,pm2_5,93.0,42.0,4.0,1.0,1.0,0.0
